airport_code,airport_name,airport_name_full,time_label,time_month,time_month_name,time_year,statistics_of_delays_carrier,statistics_of_delays_late_aircraft,statistics_of_delays_national_aviation_system,statistics_of_delays_security,statistics_of_delays_weather,statistics_carriers_total,statistics_flights_cancelled,statistics_flights_delayed,statistics_flights_diverted,statistics_flights_on_time,statistics_flights_total,,
LGA,New York, NY: LaGuardia,01-janv.-09,1,January,2009,421,392,1257,0,151,15,575,2223,30,5851,8679,,
MCO,Orlando, FL: Orlando International,01-janv.-09,1,January,2009,553,645,861,7,81,13,98,2146,12,8057,10313,,
MDW,Chicago, IL: Chicago Midway International,01-janv.-09,1,January,2009,233,449,334,3,52,6,151,1072,23,5095,6341,,
MIA,Miami, FL: Miami International,01-janv.-09,1,January,2009,386,324,596,2,91,12,53,1398,11,3977,5439,,
MSP,Minneapolis, MN: Minneapolis-St Paul International,01-janv.-09,1,January,2009,507,433,1000,4,65,14,169,2011,25,7270,9475,,
ORD,Chicago, IL: Chicago O'Hare International,01-janv.-09,1,January,2009,1078,1967,2977,7,228,15,1255,6255,36,18439,25985,,
PDX,Portland, OR: Portland International,01-janv.-09,1,January,2009,222,312,280,4,29,12,67,845,27,3316,4255,,
PHL,Philadelphia, PA: Philadelphia International,01-janv.-09,1,January,2009,375,419,980,6,93,15,228,1875,18,5693,7814,,
PHX,Phoenix, AZ: Phoenix Sky Harbor International,01-janv.-09,1,January,2009,679,669,929,5,80,15,186,2358,14,12950,15508,,
SAN,San Diego, CA: San Diego International,01-janv.-09,1,January,2009,347,424,315,3,41,15,94,1127,33,5665,6919,,
SEA,Seattle, WA: Seattle/Tacoma International,01-janv.-09,1,January,2009,498,587,890,7,74,12,117,2056,81,5649,7903,,
SFO,San Francisco, CA: San Francisco International,01-janv.-09,1,January,2009,427,812,1320,9,104,14,209,2669,19,8051,10948,,
SLC,Salt Lake City, UT: Salt Lake City International,01-janv.-09,1,January,2009,367,736,649,5,83,12,218,1840,54,8939,11051,,
TPA,Tampa, FL: Tampa International,01-janv.-09,1,January,2009,339,361,435,4,53,13,46,1192,4,4723,5965,,
ATL,Atlanta, GA: Hartsfield-Jackson Atlanta International,01-févr.-09,2,Febuary,2009,776,1910,2842,4,101,15,320,5636,51,24755,30762,,
BOS,Boston, MA: Logan International,01-févr.-09,2,Febuary,2009,342,345,555,1,41,14,179,1282,5,6967,8433,,
BWI,Baltimore, MD: Baltimore/Washington International Thurgood Marshall,01-févr.-09,2,Febuary,2009,236,315,184,3,20,14,56,759,2,6498,7315,,
CLT,Charlotte, NC: Charlotte Douglas International,01-févr.-09,2,Febuary,2009,383,279,685,3,17,13,69,1367,5,7507,8948,,
DCA,Washington, DC: Ronald Reagan Washington National,01-févr.-09,2,Febuary,2009,286,248,358,1,30,13,130,924,4,5366,6424,,
DEN,Denver, CO: Denver International,01-févr.-09,2,Febuary,2009,591,893,992,2,52,13,152,2528,5,15292,17977,,
DFW,Dallas/Fort Worth, TX: Dallas/Fort Worth International,01-févr.-09,2,Febuary,2009,562,915,637,4,65,15,323,2181,26,17226,19756,,
DTW,Detroit, MI: Detroit Metro Wayne County,01-févr.-09,2,Febuary,2009,395,515,549,3,59,15,146,1521,19,9477,11163,,
EWR,Newark, NJ: Newark Liberty International,01-févr.-09,2,Febuary,2009,218,378,3080,4,88,14,350,3768,16,5342,9476,,
FLL,Fort Lauderdale, FL: Fort Lauderdale-Hollywood International,01-févr.-09,2,Febuary,2009,282,283,244,2,20,11,15,833,5,4407,5260,,
IAD,Washington, DC: Washington Dulles International,01-févr.-09,2,Febuary,2009,271,203,212,0,14,12,85,703,3,4266,5057,,
IAH,Houston, TX: George Bush Intercontinental/Houston,01-févr.-09,2,Febuary,2009,363,441,724,5,40,12,36,1570,14,11537,13157,,
JFK,New York, NY: John F. Kennedy International,01-févr.-09,2,Febuary,2009,315,337,963,0,50,9,96,1663,9,6712,8480,,
LAS,Las Vegas, NV: McCarran International,01-févr.-09,2,Febuary,2009,471,671,921,4,36,14,69,2098,9,9673,11849,,
LAX,Los Angeles, CA: Los Angeles International,01-févr.-09,2,Febuary,2009,601,887,1052,5,35,14,182,2581,19,11668,14450,,
LGA,New York, NY: LaGuardia,01-févr.-09,2,Febuary,2009,288,276,1516,1,104,15,369,2187,21,5474,8051,,
MCO,Orlando, FL: Orlando International,01-févr.-09,2,Febuary,2009,443,437,352,3,34,13,20,1268,4,8341,9633,,
MDW,Chicago, IL: Chicago Midway International,01-févr.-09,2,Febuary,2009,149,239,177,2,20,6,43,586,43,5086,5758,,
MIA,Miami, FL: Miami International,01-févr.-09,2,Febuary,2009,297,254,265,0,18,11,45,834,8,4190,5077,,
MSP,Minneapolis, MN: Minneapolis-St Paul International,01-févr.-09,2,Febuary,2009,347,337,675,2,68,13,125,1431,33,7249,8838,,
ORD,Chicago, IL: Chicago O'Hare International,01-févr.-09,2,Febuary,2009,759,1130,1706,3,95,14,657,3696,31,19532,23916,,
PDX,Portland, OR: Portland International,01-févr.-09,2,Febuary,2009,154,254,144,0,13,12,23,567,7,3282,3879,,
PHL,Philadelphia, PA: Philadelphia International,01-févr.-09,2,Febuary,2009,251,278,651,2,41,15,107,1225,30,5725,7087,,
PHX,Phoenix, AZ: Phoenix Sky Harbor International,01-févr.-09,2,Febuary,2009,617,579,1097,5,39,15,136,2337,5,11684,14162,,
SAN,San Diego, CA: San Diego International,01-févr.-09,2,Febuary,2009,358,408,467,2,25,14,59,1257,6,5003,6325,,
SEA,Seattle, WA: Seattle/Tacoma International,01-févr.-09,2,Febuary,2009,338,405,378,5,18,12,40,1144,11,6005,7200,,
SFO,San Francisco, CA: San Francisco International,01-févr.-09,2,Febuary,2009,391,732,2382,2,91,14,249,3599,20,6148,10016,,
SLC,Salt Lake City, UT: Salt Lake City International,01-févr.-09,2,Febuary,2009,234,522,418,3,24,12,76,1200,14,8705,9995,,
TPA,Tampa, FL: Tampa International,01-févr.-09,2,Febuary,2009,238,225,186,1,17,13,7,664,3,4954,5628,,
ATL,Atlanta, GA: Hartsfield-Jackson Atlanta International,01-mars-09,3,March,2009,1339,3914,5535,1,266,15,1402,11059,41,23167,35669,,
BOS,Boston, MA: Logan International,01-mars-09,3,March,2009,468,531,770,2,67,14,396,1838,3,7326,9563,,
BWI,Baltimore, MD: Baltimore/Washington International Thurgood Marshall,01-mars-09,3,March,2009,335,590,293,6,30,13,142,1252,7,7225,8626,,
CLT,Charlotte, NC: Charlotte Douglas International,01-mars-09,3,March,2009,517,431,1040,5,57,13,223,2046,31,7667,9967,,
DCA,Washington, DC: Ronald Reagan Washington National,01-mars-09,3,March,2009,352,398,439,2,34,13,201,1224,5,5591,7021,,
DEN,Denver, CO: Denver International,01-mars-09,3,March,2009,714,1377,1152,5,111,13,571,3356,35,16631,20593,,
DFW,Dallas/Fort Worth, TX: Dallas/Fort Worth International,01-mars-09,3,March,2009,716,1519,1296,1,133,15,504,3665,110,17714,21993,,
DTW,Detroit, MI: Detroit Metro Wayne County,01-mars-09,3,March,2009,471,555,571,2,84,15,197,1682,8,11043,12930,,
EWR,Newark, NJ: Newark Liberty International,01-mars-09,3,March,2009,330,521,3171,5,105,14,476,4133,25,6246,10880,,
FLL,Fort Lauderdale, FL: Fort Lauderdale-Hollywood International,01-mars-09,3,March,2009,306,447,387,3,36,11,64,1180,7,4910,6161,,
IAD,Washington, DC: Washington Dulles International,01-mars-09,3,March,2009,411,292,244,1,40,12,178,989,9,4599,5775,,
IAH,Houston, TX: George Bush Intercontinental/Houston,01-mars-09,3,March,2009,536,982,1330,3,110,12,167,2962,133,11933,15195,,
JFK,New York, NY: John F. Kennedy International,01-mars-09,3,March,2009,395,411,1074,3,46,9,295,1929,44,7327,9595,,
LAS,Las Vegas, NV: McCarran International,01-mars-09,3,March,2009,540,903,1007,5,81,14,96,2537,21,10850,13504,,
LAX,Los Angeles, CA: Los Angeles International,01-mars-09,3,March,2009,727,1004,848,8,52,14,226,2640,15,13524,16405,,
LGA,New York, NY: LaGuardia,01-mars-09,3,March,2009,368,419,1889,1,103,15,452,2782,23,5619,8876,,
MCO,Orlando, FL: Orlando International,01-mars-09,3,March,2009,560,727,611,11,43,13,90,1955,10,9286,11341,,
MDW,Chicago, IL: Chicago Midway International,01-mars-09,3,March,2009,223,485,230,3,71,5,45,1013,31,6002,7091,,
MIA,Miami, FL: Miami International,01-mars-09,3,March,2009,344,348,425,2,41,10,69,1159,13,4501,5742,,
MSP,Minneapolis, MN: Minneapolis-St Paul International,01-mars-09,3,March,2009,412,432,725,3,33,14,171,1605,29,8402,10207,,
ORD,Chicago, IL: Chicago O'Hare International,01-mars-09,3,March,2009,928,1514,2274,3,115,14,743,4835,59,21327,26964,,
PDX,Portland, OR: Portland International,01-mars-09,3,March,2009,251,310,218,0,10,12,21,788,1,3600,4410,,
PHL,Philadelphia, PA: Philadelphia International,01-mars-09,3,March,2009,320,434,811,5,75,15,218,1645,40,6179,8082,,
PHX,Phoenix, AZ: Phoenix Sky Harbor International,01-mars-09,3,March,2009,774,741,972,4,57,15,171,2546,48,13444,16209,,
SAN,San Diego, CA: San Diego International,01-mars-09,3,March,2009,370,476,383,1,40,14,70,1268,13,5701,7052,,
SEA,Seattle, WA: Seattle/Tacoma International,01-mars-09,3,March,2009,435,561,734,6,35,12,85,1770,6,6241,8102,,
SFO,San Francisco, CA: San Francisco International,01-mars-09,3,March,2009,465,787,1582,5,55,14,175,2892,6,8223,11296,,
SLC,Salt Lake City, UT: Salt Lake City International,01-mars-09,3,March,2009,296,609,522,3,39,12,105,1470,10,9622,11207,,
TPA,Tampa, FL: Tampa International,01-mars-09,3,March,2009,373,464,303,5,28,12,54,1172,5,5502,6733,,
ATL,Atlanta, GA: Hartsfield-Jackson Atlanta International,01-avr.-09,4,April,2009,1264,3061,4407,3,192,15,679,8923,296,24519,34417,,
BOS,Boston, MA: Logan International,01-avr.-09,4,April,2009,494,547,778,1,90,14,229,1911,4,7462,9606,,
BWI,Baltimore, MD: Baltimore/Washington International Thurgood Marshall,01-avr.-09,4,April,2009,345,571,354,1,47,13,42,1318,12,7133,8505,,
CLT,Charlotte, NC: Charlotte Douglas International,01-avr.-09,4,April,2009,478,355,809,2,40,14,88,1688,13,7795,9584,,
DCA,Washington, DC: Ronald Reagan Washington National,01-avr.-09,4,April,2009,379,380,407,2,49,13,122,1216,6,5517,6861,,
DEN,Denver, CO: Denver International,01-avr.-09,4,April,2009,716,1182,1062,2,102,13,364,3063,39,15661,19127,,
DFW,Dallas/Fort Worth, TX: Dallas/Fort Worth International,01-avr.-09,4,April,2009,793,1967,1896,0,193,14,550,4847,134,16014,21545,,
DTW,Detroit, MI: Detroit Metro Wayne County,01-avr.-09,4,April,2009,552,620,751,2,54,15,116,1982,15,10997,13110,,
EWR,Newark, NJ: Newark Liberty International,01-avr.-09,4,April,2009,314,660,3465,5,126,14,294,4570,40,5640,10544,,
FLL,Fort Lauderdale, FL: Fort Lauderdale-Hollywood International,01-avr.-09,4,April,2009,335,415,473,3,29,11,36,1255,5,4342,5638,,
IAD,Washington, DC: Washington Dulles International,01-avr.-09,4,April,2009,338,213,259,0,27,13,67,837,7,4647,5558,,
IAH,Houston, TX: George Bush Intercontinental/Houston,01-avr.-09,4,April,2009,541,774,1658,8,140,13,250,3120,142,11232,14744,,
JFK,New York, NY: John F. Kennedy International,01-avr.-09,4,April,2009,429,501,1748,3,81,9,415,2761,55,6428,9659,,
LAS,Las Vegas, NV: McCarran International,01-avr.-09,4,April,2009,564,795,699,4,55,14,65,2116,8,10889,13078,,
LAX,Los Angeles, CA: Los Angeles International,01-avr.-09,4,April,2009,674,905,643,7,52,14,142,2282,8,13303,15735,,
LGA,New York, NY: LaGuardia,01-avr.-09,4,April,2009,347,389,1875,2,120,14,359,2734,55,5224,8372,,
MCO,Orlando, FL: Orlando International,01-avr.-09,4,April,2009,547,780,702,2,46,12,39,2075,14,8662,10790,,
MDW,Chicago, IL: Chicago Midway International,01-avr.-09,4,April,2009,256,534,140,4,14,5,23,946,7,6145,7121,,
MIA,Miami, FL: Miami International,01-avr.-09,4,April,2009,367,397,560,1,27,11,29,1353,15,4062,5459,,
MSP,Minneapolis, MN: Minneapolis-St Paul International,01-avr.-09,4,April,2009,371,335,495,4,31,14,78,1237,7,8307,9629,,
ORD,Chicago, IL: Chicago O'Hare International,01-avr.-09,4,April,2009,916,1344,2209,1,119,14,636,4587,102,20546,25871,,
PDX,Portland, OR: Portland International,01-avr.-09,4,April,2009,197,270,149,0,9,12,20,624,3,3651,4298,,
PHL,Philadelphia, PA: Philadelphia International,01-avr.-09,4,April,2009,304,467,1276,3,127,14,106,2176,10,5520,7812,,
PHX,Phoenix, AZ: Phoenix Sky Harbor International,01-avr.-09,4,April,2009,698,774,747,7,61,15,117,2284,10,13109,15520,,
SAN,San Diego, CA: San Diego International,01-avr.-09,4,April,2009,329,484,231,4,26,13,33,1074,8,5709,6824,,
SEA,Seattle, WA: Seattle/Tacoma International,01-avr.-09,4,April,2009,415,437,579,4,29,12,26,1465,9,6429,7929,,
SFO,San Francisco, CA: San Francisco International,01-avr.-09,4,April,2009,438,687,1224,1,55,14,112,2406,13,8459,10990,,
SLC,Salt Lake City, UT: Salt Lake City International,01-avr.-09,4,April,2009,276,492,393,2,20,12,78,1188,3,9472,10741,,
TPA,Tampa, FL: Tampa International,01-avr.-09,4,April,2009,318,419,373,5,29,12,23,1143,8,5129,6303,,
ATL,Atlanta, GA: Hartsfield-Jackson Atlanta International,01-mai-09,5,May,2009,1342,3211,5579,2,193,15,241,10324,59,24511,35135,,
BOS,Boston, MA: Logan International,01-mai-09,5,May,2009,433,521,793,1,73,14,164,1820,5,7321,9310,,
BWI,Baltimore, MD: Baltimore/Washington International Thurgood Marshall,01-mai-09,5,May,2009,339,624,376,9,77,12,35,1425,10,7377,8847,,
CLT,Charlotte, NC: Charlotte Douglas International,01-mai-09,5,May,2009,501,399,1280,3,85,13,65,2267,17,7628,9977,,
DCA,Washington, DC: Ronald Reagan Washington National,01-mai-09,5,May,2009,334,296,455,1,69,13,84,1154,12,5649,6899,,
DEN,Denver, CO: Denver International,01-mai-09,5,May,2009,668,986,1235,3,85,13,122,2975,26,16638,19761,,
DFW,Dallas/Fort Worth, TX: Dallas/Fort Worth International,01-mai-09,5,May,2009,766,1892,1345,4,149,16,475,4156,142,17554,22327,,
DTW,Detroit, MI: Detroit Metro Wayne County,01-mai-09,5,May,2009,494,480,700,2,51,15,79,1727,14,11173,12993,,
EWR,Newark, NJ: Newark Liberty International,01-mai-09,5,May,2009,268,494,2523,2,106,14,181,3393,22,6620,10216,,
FLL,Fort Lauderdale, FL: Fort Lauderdale-Hollywood International,01-mai-09,5,May,2009,325,354,513,0,19,10,16,1210,26,3728,4980,,
IAD,Washington, DC: Washington Dulles International,01-mai-09,5,May,2009,374,240,417,2,47,13,52,1081,19,4492,5644,,
IAH,Houston, TX: George Bush Intercontinental/Houston,01-mai-09,5,May,2009,403,511,625,7,52,14,22,1599,6,13560,15187,,
JFK,New York, NY: John F. Kennedy International,01-mai-09,5,May,2009,476,556,2131,6,157,9,114,3326,20,7504,10964,,
LAS,Las Vegas, NV: McCarran International,01-mai-09,5,May,2009,526,722,476,3,34,14,55,1759,13,11518,13345,,
LAX,Los Angeles, CA: Los Angeles International,01-mai-09,5,May,2009,593,912,494,4,62,14,136,2064,7,13997,16204,,
LGA,New York, NY: LaGuardia,01-mai-09,5,May,2009,284,375,2178,1,161,14,283,2998,72,5136,8489,,
MCO,Orlando, FL: Orlando International,01-mai-09,5,May,2009,571,694,770,4,40,11,32,2076,40,8350,10498,,
MDW,Chicago, IL: Chicago Midway International,01-mai-09,5,May,2009,263,543,199,4,18,5,32,1027,36,6227,7322,,
MIA,Miami, FL: Miami International,01-mai-09,5,May,2009,348,429,690,1,52,11,32,1521,32,3925,5510,,
MSP,Minneapolis, MN: Minneapolis-St Paul International,01-mai-09,5,May,2009,420,369,586,12,37,15,76,1424,13,8834,10347,,
ORD,Chicago, IL: Chicago O'Hare International,01-mai-09,5,May,2009,869,1240,1770,4,121,14,455,4002,56,21996,26509,,
PDX,Portland, OR: Portland International,01-mai-09,5,May,2009,194,294,300,0,13,12,20,804,1,3653,4478,,
PHL,Philadelphia, PA: Philadelphia International,01-mai-09,5,May,2009,340,460,1412,1,123,14,115,2334,22,5685,8156,,
PHX,Phoenix, AZ: Phoenix Sky Harbor International,01-mai-09,5,May,2009,681,721,522,7,39,15,161,1974,25,13556,15716,,
SAN,San Diego, CA: San Diego International,01-mai-09,5,May,2009,314,451,219,1,17,14,35,1002,20,6121,7178,,
SEA,Seattle, WA: Seattle/Tacoma International,01-mai-09,5,May,2009,393,438,681,6,23,13,14,1539,12,7132,8697,,
SFO,San Francisco, CA: San Francisco International,01-mai-09,5,May,2009,423,769,2215,4,68,14,101,3481,25,7884,11491,,
SLC,Salt Lake City, UT: Salt Lake City International,01-mai-09,5,May,2009,263,320,347,3,12,12,39,942,4,9971,10956,,
TPA,Tampa, FL: Tampa International,01-mai-09,5,May,2009,326,416,394,2,28,11,10,1169,16,4810,6005,,
ATL,Atlanta, GA: Hartsfield-Jackson Atlanta International,01-juin-09,6,June,2009,1442,3110,3190,3,225,15,568,7967,187,27621,36343,,
BOS,Boston, MA: Logan International,01-juin-09,6,June,2009,506,679,2065,2,126,14,294,3378,28,5805,9505,,
BWI,Baltimore, MD: Baltimore/Washington International Thurgood Marshall,01-juin-09,6,June,2009,418,829,557,5,122,13,83,1933,43,6851,8910,,
CLT,Charlotte, NC: Charlotte Douglas International,01-juin-09,6,June,2009,525,448,871,3,83,14,79,1929,6,7942,9956,,
DCA,Washington, DC: Ronald Reagan Washington National,01-juin-09,6,June,2009,413,423,648,4,86,13,195,1573,67,4980,6815,,
DEN,Denver, CO: Denver International,01-juin-09,6,June,2009,1002,1772,2959,11,217,14,240,5962,157,14636,20995,,
DFW,Dallas/Fort Worth, TX: Dallas/Fort Worth International,01-juin-09,6,June,2009,1050,2142,1293,4,195,14,684,4682,203,16774,22343,,
DTW,Detroit, MI: Detroit Metro Wayne County,01-juin-09,6,June,2009,745,873,829,6,114,15,277,2566,28,10675,13546,,
EWR,Newark, NJ: Newark Liberty International,01-juin-09,6,June,2009,340,597,2221,2,111,15,227,3270,107,6479,10083,,
FLL,Fort Lauderdale, FL: Fort Lauderdale-Hollywood International,01-juin-09,6,June,2009,335,387,407,0,34,9,29,1163,9,3576,4777,,
IAD,Washington, DC: Washington Dulles International,01-juin-09,6,June,2009,478,333,445,0,57,13,145,1311,26,4480,5962,,
IAH,Houston, TX: George Bush Intercontinental/Houston,01-juin-09,6,June,2009,424,701,493,5,78,14,39,1700,23,14021,15783,,
JFK,New York, NY: John F. Kennedy International,01-juin-09,6,June,2009,567,757,2083,1,156,9,283,3562,43,7092,10980,,
LAS,Las Vegas, NV: McCarran International,01-juin-09,6,June,2009,672,1103,850,5,66,14,88,2700,20,10212,13020,,
LAX,Los Angeles, CA: Los Angeles International,01-juin-09,6,June,2009,990,1365,1220,9,90,15,172,3670,20,12689,16551,,
LGA,New York, NY: LaGuardia,01-juin-09,6,June,2009,401,498,2046,4,187,15,464,3134,97,4829,8524,,
MCO,Orlando, FL: Orlando International,01-juin-09,6,June,2009,580,824,658,4,74,12,47,2139,44,8043,10273,,
MDW,Chicago, IL: Chicago Midway International,01-juin-09,6,June,2009,292,707,229,6,73,6,12,1304,35,5897,7248,,
MIA,Miami, FL: Miami International,01-juin-09,6,June,2009,396,516,578,4,108,11,66,1600,38,3542,5246,,
MSP,Minneapolis, MN: Minneapolis-St Paul International,01-juin-09,6,June,2009,648,699,786,4,65,15,118,2201,13,8776,11108,,
ORD,Chicago, IL: Chicago O'Hare International,01-juin-09,6,June,2009,1372,1777,2342,6,174,14,811,5672,165,20259,26907,,
PDX,Portland, OR: Portland International,01-juin-09,6,June,2009,245,358,192,3,18,12,18,814,16,3776,4624,,
PHL,Philadelphia, PA: Philadelphia International,01-juin-09,6,June,2009,374,601,1393,2,164,15,146,2532,30,5502,8210,,
PHX,Phoenix, AZ: Phoenix Sky Harbor International,01-juin-09,6,June,2009,907,996,952,14,62,15,155,2930,12,12328,15425,,
SAN,San Diego, CA: San Diego International,01-juin-09,6,June,2009,491,706,529,4,24,14,63,1755,4,5474,7296,,
SEA,Seattle, WA: Seattle/Tacoma International,01-juin-09,6,June,2009,553,618,547,5,36,13,32,1761,8,7578,9379,,
SFO,San Francisco, CA: San Francisco International,01-juin-09,6,June,2009,609,1129,1947,4,67,14,118,3754,13,8148,12033,,
SLC,Salt Lake City, UT: Salt Lake City International,01-juin-09,6,June,2009,448,831,860,1,36,12,54,2177,31,9710,11972,,
TPA,Tampa, FL: Tampa International,01-juin-09,6,June,2009,365,460,290,2,53,12,21,1170,5,4484,5680,,
ATL,Atlanta, GA: Hartsfield-Jackson Atlanta International,01-juil.-09,7,July,2009,1667,3906,4649,6,258,15,482,10482,176,27101,38241,,
BOS,Boston, MA: Logan International,01-juil.-09,7,July,2009,519,705,1461,3,121,14,326,2810,13,6761,9910,,
BWI,Baltimore, MD: Baltimore/Washington International Thurgood Marshall,01-juil.-09,7,July,2009,434,813,549,1,94,12,53,1893,24,7201,9171,,
CLT,Charlotte, NC: Charlotte Douglas International,01-juil.-09,7,July,2009,553,397,916,4,65,14,86,1936,14,8136,10172,,
DCA,Washington, DC: Ronald Reagan Washington National,01-juil.-09,7,July,2009,367,446,482,4,75,13,158,1373,22,5385,6938,,
DEN,Denver, CO: Denver International,01-juil.-09,7,July,2009,995,1559,1951,7,162,14,171,4674,132,16650,21627,,
DFW,Dallas/Fort Worth, TX: Dallas/Fort Worth International,01-juil.-09,7,July,2009,1015,2509,1563,4,231,13,420,5326,128,17367,23241,,
DTW,Detroit, MI: Detroit Metro Wayne County,01-juil.-09,7,July,2009,748,1063,799,8,77,15,198,2696,10,10993,13897,,
EWR,Newark, NJ: Newark Liberty International,01-juil.-09,7,July,2009,345,599,1941,2,103,15,206,2989,106,6856,10157,,
FLL,Fort Lauderdale, FL: Fort Lauderdale-Hollywood International,01-juil.-09,7,July,2009,344,417,422,3,34,10,16,1215,25,3812,5068,,
IAD,Washington, DC: Washington Dulles International,01-juil.-09,7,July,2009,373,294,394,1,53,13,94,1114,12,4950,6170,,
IAH,Houston, TX: George Bush Intercontinental/Houston,01-juil.-09,7,July,2009,589,972,1071,11,120,14,86,2764,100,13803,16753,,
JFK,New York, NY: John F. Kennedy International,01-juil.-09,7,July,2009,588,726,1769,2,98,9,395,3184,66,7765,11410,,
LAS,Las Vegas, NV: McCarran International,01-juil.-09,7,July,2009,738,1058,628,9,65,14,82,2497,15,10784,13378,,
LAX,Los Angeles, CA: Los Angeles International,01-juil.-09,7,July,2009,1061,1188,772,7,86,15,158,3112,20,14173,17463,,
LGA,New York, NY: LaGuardia,01-juil.-09,7,July,2009,430,537,1394,0,140,16,413,2500,121,5971,9005,,
MCO,Orlando, FL: Orlando International,01-juil.-09,7,July,2009,680,883,668,3,57,12,32,2289,35,8293,10649,,
MDW,Chicago, IL: Chicago Midway International,01-juil.-09,7,July,2009,320,677,192,3,37,5,13,1231,4,6306,7554,,
MIA,Miami, FL: Miami International,01-juil.-09,7,July,2009,434,468,574,3,82,12,52,1563,25,3807,5447,,
MSP,Minneapolis, MN: Minneapolis-St Paul International,01-juil.-09,7,July,2009,653,667,775,5,69,14,88,2168,16,9531,11803,,
ORD,Chicago, IL: Chicago O'Hare International,01-juil.-09,7,July,2009,1234,1473,1394,2,142,14,423,4241,23,22880,27567,,
PDX,Portland, OR: Portland International,01-juil.-09,7,July,2009,324,351,203,5,20,12,9,903,4,3900,4816,,
PHL,Philadelphia, PA: Philadelphia International,01-juil.-09,7,July,2009,376,486,1040,1,121,14,100,2027,25,6195,8347,,
PHX,Phoenix, AZ: Phoenix Sky Harbor International,01-juil.-09,7,July,2009,923,832,755,13,67,15,156,2591,62,13170,15979,,
SAN,San Diego, CA: San Diego International,01-juil.-09,7,July,2009,487,613,313,1,34,14,31,1448,4,6070,7553,,
SEA,Seattle, WA: Seattle/Tacoma International,01-juil.-09,7,July,2009,622,564,573,6,34,13,23,1798,16,7980,9817,,
SFO,San Francisco, CA: San Francisco International,01-juil.-09,7,July,2009,634,1090,1389,6,66,14,138,3186,18,9174,12516,,
SLC,Salt Lake City, UT: Salt Lake City International,01-juil.-09,7,July,2009,512,730,550,5,29,12,51,1824,10,10757,12642,,
TPA,Tampa, FL: Tampa International,01-juil.-09,7,July,2009,388,455,311,2,45,12,18,1203,15,4599,5835,,
ATL,Atlanta, GA: Hartsfield-Jackson Atlanta International,01-août-09,8,August,2009,1495,3487,4727,5,271,15,438,9980,83,26998,37499,,
BOS,Boston, MA: Logan International,01-août-09,8,August,2009,544,568,958,1,72,15,187,2144,24,7346,9701,,
BWI,Baltimore, MD: Baltimore/Washington International Thurgood Marshall,01-août-09,8,August,2009,441,716,559,2,115,12,37,1836,24,7019,8916,,
CLT,Charlotte, NC: Charlotte Douglas International,01-août-09,8,August,2009,521,410,1112,2,73,14,138,2119,13,7755,10025,,
DCA,Washington, DC: Ronald Reagan Washington National,01-août-09,8,August,2009,380,367,483,0,57,13,123,1286,13,5273,6695,,
DEN,Denver, CO: Denver International,01-août-09,8,August,2009,893,1299,1018,13,90,14,137,3312,66,17828,21343,,
DFW,Dallas/Fort Worth, TX: Dallas/Fort Worth International,01-août-09,8,August,2009,849,1840,1073,9,306,14,268,4079,104,18816,23267,,
DTW,Detroit, MI: Detroit Metro Wayne County,01-août-09,8,August,2009,738,1049,921,4,73,15,170,2783,19,10307,13279,,
EWR,Newark, NJ: Newark Liberty International,01-août-09,8,August,2009,334,544,1813,5,85,15,124,2781,101,7027,10033,,
FLL,Fort Lauderdale, FL: Fort Lauderdale-Hollywood International,01-août-09,8,August,2009,342,348,384,4,28,11,13,1105,3,3881,5002,,
IAD,Washington, DC: Washington Dulles International,01-août-09,8,August,2009,393,256,408,0,55,13,80,1113,12,4850,6055,,
IAH,Houston, TX: George Bush Intercontinental/Houston,01-août-09,8,August,2009,559,601,744,5,73,14,40,1984,90,14682,16796,,
JFK,New York, NY: John F. Kennedy International,01-août-09,8,August,2009,573,657,1761,2,113,9,307,3104,50,7835,11296,,
LAS,Las Vegas, NV: McCarran International,01-août-09,8,August,2009,614,790,408,9,47,14,62,1866,7,11313,13248,,
LAX,Los Angeles, CA: Los Angeles International,01-août-09,8,August,2009,889,1044,659,6,76,15,113,2674,21,14465,17273,,
LGA,New York, NY: LaGuardia,01-août-09,8,August,2009,445,418,1266,4,101,15,271,2231,79,6270,8851,,
MCO,Orlando, FL: Orlando International,01-août-09,8,August,2009,645,724,679,6,56,12,31,2109,14,8081,10235,,
MDW,Chicago, IL: Chicago Midway International,01-août-09,8,August,2009,310,601,299,3,71,7,26,1284,18,6030,7358,,
MIA,Miami, FL: Miami International,01-août-09,8,August,2009,369,388,442,5,66,12,50,1267,9,4066,5392,,
MSP,Minneapolis, MN: Minneapolis-St Paul International,01-août-09,8,August,2009,600,728,1104,6,129,15,160,2570,24,8251,11005,,
ORD,Chicago, IL: Chicago O'Hare International,01-août-09,8,August,2009,1239,1713,2283,16,194,14,480,5442,56,21597,27575,,
PDX,Portland, OR: Portland International,01-août-09,8,August,2009,236,281,124,2,20,12,9,659,4,4100,4772,,
PHL,Philadelphia, PA: Philadelphia International,01-août-09,8,August,2009,380,468,1024,4,92,14,69,1968,50,5996,8083,,
PHX,Phoenix, AZ: Phoenix Sky Harbor International,01-août-09,8,August,2009,746,695,516,15,52,15,123,2024,24,13498,15669,,
SAN,San Diego, CA: San Diego International,01-août-09,8,August,2009,388,445,254,5,37,14,20,1128,7,6227,7382,,
