airport_code,airport_name,airport_name_full,time_label,time_month,time_month_name,time_year,statistics_of_delays_carrier,statistics_of_delays_late_aircraft,statistics_of_delays_national_aviation_system,statistics_of_delays_security,statistics_of_delays_weather,statistics_carriers_total,statistics_flights_cancelled,statistics_flights_delayed,statistics_flights_diverted,statistics_flights_on_time,statistics_flights_total,,
EWR,Newark, NJ: Newark Liberty International,01-déc.-12,12,December,2012,554,996,1377,1,62,9,290,2992,13,7144,10439,,
FLL,Fort Lauderdale, FL: Fort Lauderdale-Hollywood International,01-déc.-12,12,December,2012,457,519,722,2,40,11,31,1744,8,4447,6230,,
IAD,Washington, DC: Washington Dulles International,01-déc.-12,12,December,2012,315,598,253,0,37,9,87,1200,9,4901,6197,,
IAH,Houston, TX: George Bush Intercontinental/Houston,01-déc.-12,12,December,2012,761,1438,896,3,83,9,237,3180,51,11726,15194,,
JFK,New York, NY: John F. Kennedy International,01-déc.-12,12,December,2012,476,705,778,3,31,9,63,1996,15,6038,8112,,
LAS,Las Vegas, NV: McCarran International,01-déc.-12,12,December,2012,790,1164,575,20,62,13,77,2613,5,8584,11279,,
LAX,Los Angeles, CA: Los Angeles International,01-déc.-12,12,December,2012,1310,1698,1467,11,144,13,243,4632,33,13265,18173,,
LGA,New York, NY: LaGuardia,01-déc.-12,12,December,2012,357,514,1122,1,48,11,143,2039,23,5793,7998,,
MCO,Orlando, FL: Orlando International,01-déc.-12,12,December,2012,669,740,652,11,30,11,64,2101,7,7823,9995,,
MDW,Chicago, IL: Chicago Midway International,01-déc.-12,12,December,2012,358,629,319,13,37,6,138,1356,11,5427,6932,,
MIA,Miami, FL: Miami International,01-déc.-12,12,December,2012,415,508,380,2,44,7,74,1349,3,5681,7107,,
MSP,Minneapolis, MN: Minneapolis-St Paul International,01-déc.-12,12,December,2012,433,512,454,2,61,11,158,1461,14,7037,8670,,
ORD,Chicago, IL: Chicago O'Hare International,01-déc.-12,12,December,2012,1118,2261,1650,7,128,11,646,5166,20,17909,23741,,
PDX,Portland, OR: Portland International,01-déc.-12,12,December,2012,315,401,192,3,15,11,30,924,12,3397,4363,,
PHL,Philadelphia, PA: Philadelphia International,01-déc.-12,12,December,2012,337,333,676,4,54,13,57,1401,3,4870,6331,,
PHX,Phoenix, AZ: Phoenix Sky Harbor International,01-déc.-12,12,December,2012,822,995,863,22,45,12,145,2743,6,11958,14852,,
SAN,San Diego, CA: San Diego International,01-déc.-12,12,December,2012,515,656,404,5,18,13,75,1596,13,4640,6324,,
SEA,Seattle, WA: Seattle/Tacoma International,01-déc.-12,12,December,2012,486,492,422,4,29,11,40,1435,12,6345,7832,,
SFO,San Francisco, CA: San Francisco International,01-déc.-12,12,December,2012,864,1280,2247,8,113,12,417,4514,60,8832,13823,,
SLC,Salt Lake City, UT: Salt Lake City International,01-déc.-12,12,December,2012,489,691,468,4,35,11,102,1684,7,7079,8872,,
TPA,Tampa, FL: Tampa International,01-déc.-12,12,December,2012,368,424,351,3,23,8,27,1170,20,4477,5694,,
ATL,Atlanta, GA: Hartsfield-Jackson Atlanta International,01-janv.-13,1,January,2013,1055,1460,1807,2,147,13,370,4472,31,27482,32355,,
BOS,Boston, MA: Logan International,01-janv.-13,1,January,2013,395,461,243,1,35,11,81,1134,13,6940,8168,,
BWI,Baltimore, MD: Baltimore/Washington International Thurgood Marshall,01-janv.-13,1,January,2013,311,427,291,2,26,11,43,1059,4,6705,7811,,
CLT,Charlotte, NC: Charlotte Douglas International,01-janv.-13,1,January,2013,434,519,792,3,49,11,160,1797,8,9472,11437,,
DCA,Washington, DC: Ronald Reagan Washington National,01-janv.-13,1,January,2013,321,347,386,1,36,14,117,1089,33,5012,6251,,
DEN,Denver, CO: Denver International,01-janv.-13,1,January,2013,845,1183,1497,9,69,13,180,3602,20,14007,17809,,
DFW,Dallas/Fort Worth, TX: Dallas/Fort Worth International,01-janv.-13,1,January,2013,855,1637,1702,7,212,13,547,4414,80,18436,23477,,
DTW,Detroit, MI: Detroit Metro Wayne County,01-janv.-13,1,January,2013,505,693,636,3,59,12,261,1898,6,10654,12819,,
EWR,Newark, NJ: Newark Liberty International,01-janv.-13,1,January,2013,423,843,1067,1,58,10,256,2390,12,7245,9903,,
FLL,Fort Lauderdale, FL: Fort Lauderdale-Hollywood International,01-janv.-13,1,January,2013,388,313,473,3,33,12,22,1210,5,4957,6194,,
IAD,Washington, DC: Washington Dulles International,01-janv.-13,1,January,2013,261,419,214,3,19,11,128,918,6,4972,6024,,
IAH,Houston, TX: George Bush Intercontinental/Houston,01-janv.-13,1,January,2013,679,1296,1240,4,91,10,263,3313,74,11354,15004,,
JFK,New York, NY: John F. Kennedy International,01-janv.-13,1,January,2013,419,467,592,2,40,10,107,1519,18,7528,9172,,
LAS,Las Vegas, NV: McCarran International,01-janv.-13,1,January,2013,455,533,357,8,28,13,42,1382,10,9541,10975,,
LAX,Los Angeles, CA: Los Angeles International,01-janv.-13,1,January,2013,714,951,807,6,72,13,160,2551,21,14821,17553,,
LGA,New York, NY: LaGuardia,01-janv.-13,1,January,2013,326,382,885,1,58,13,185,1658,9,6088,7940,,
MCO,Orlando, FL: Orlando International,01-janv.-13,1,January,2013,506,445,546,6,30,12,39,1533,7,7905,9484,,
MDW,Chicago, IL: Chicago Midway International,01-janv.-13,1,January,2013,252,343,369,11,27,7,32,1003,7,5483,6525,,
MIA,Miami, FL: Miami International,01-janv.-13,1,January,2013,366,349,354,5,33,7,50,1107,4,6033,7194,,
MSP,Minneapolis, MN: Minneapolis-St Paul International,01-janv.-13,1,January,2013,453,619,586,2,83,12,228,1745,9,9250,11232,,
ORD,Chicago, IL: Chicago O'Hare International,01-janv.-13,1,January,2013,1046,2186,1969,11,97,13,649,5310,25,17894,23878,,
PDX,Portland, OR: Portland International,01-janv.-13,1,January,2013,184,191,145,5,20,11,52,545,11,3352,3960,,
PHL,Philadelphia, PA: Philadelphia International,01-janv.-13,1,January,2013,247,286,647,1,66,14,76,1245,4,5398,6723,,
PHX,Phoenix, AZ: Phoenix Sky Harbor International,01-janv.-13,1,January,2013,593,590,635,11,34,13,83,1868,5,12729,14685,,
SAN,San Diego, CA: San Diego International,01-janv.-13,1,January,2013,334,311,223,1,15,13,42,886,9,5183,6120,,
SEA,Seattle, WA: Seattle/Tacoma International,01-janv.-13,1,January,2013,375,261,394,3,33,11,50,1068,30,6089,7237,,
SFO,San Francisco, CA: San Francisco International,01-janv.-13,1,January,2013,515,730,827,3,61,12,186,2136,30,10862,13214,,
SLC,Salt Lake City, UT: Salt Lake City International,01-janv.-13,1,January,2013,395,620,603,5,64,11,238,1686,116,7018,9058,,
TPA,Tampa, FL: Tampa International,01-janv.-13,1,January,2013,285,251,321,3,18,8,17,879,2,4513,5411,,
ATL,Atlanta, GA: Hartsfield-Jackson Atlanta International,01-févr.-13,2,Febuary,2013,959,1540,1726,1,119,13,354,4345,19,24729,29447,,
BOS,Boston, MA: Logan International,01-févr.-13,2,Febuary,2013,403,539,419,0,52,11,479,1413,20,5802,7714,,
BWI,Baltimore, MD: Baltimore/Washington International Thurgood Marshall,01-févr.-13,2,Febuary,2013,296,467,291,3,16,11,155,1073,6,6071,7305,,
CLT,Charlotte, NC: Charlotte Douglas International,01-févr.-13,2,Febuary,2013,446,577,786,5,35,11,196,1851,7,8526,10580,,
DCA,Washington, DC: Ronald Reagan Washington National,01-févr.-13,2,Febuary,2013,307,368,351,0,39,14,203,1061,14,4556,5834,,
DEN,Denver, CO: Denver International,01-févr.-13,2,Febuary,2013,710,1175,1224,6,85,13,486,3196,35,12899,16616,,
DFW,Dallas/Fort Worth, TX: Dallas/Fort Worth International,01-févr.-13,2,Febuary,2013,777,1598,1509,3,173,13,409,4057,40,17144,21650,,
DTW,Detroit, MI: Detroit Metro Wayne County,01-févr.-13,2,Febuary,2013,440,725,673,0,61,12,284,1899,11,9393,11587,,
EWR,Newark, NJ: Newark Liberty International,01-févr.-13,2,Febuary,2013,417,797,787,1,68,10,538,2071,3,6499,9111,,
FLL,Fort Lauderdale, FL: Fort Lauderdale-Hollywood International,01-févr.-13,2,Febuary,2013,373,330,631,3,34,11,95,1367,9,4302,5773,,
IAD,Washington, DC: Washington Dulles International,01-févr.-13,2,Febuary,2013,273,464,232,0,19,10,154,988,3,4221,5366,,
IAH,Houston, TX: George Bush Intercontinental/Houston,01-févr.-13,2,Febuary,2013,579,1018,969,1,61,10,219,2627,24,11063,13933,,
JFK,New York, NY: John F. Kennedy International,01-févr.-13,2,Febuary,2013,413,632,739,2,37,10,406,1820,29,6158,8413,,
LAS,Las Vegas, NV: McCarran International,01-févr.-13,2,Febuary,2013,453,495,301,2,27,12,77,1275,2,8677,10031,,
LAX,Los Angeles, CA: Los Angeles International,01-févr.-13,2,Febuary,2013,686,908,701,2,83,13,212,2380,30,13384,16006,,
LGA,New York, NY: LaGuardia,01-févr.-13,2,Febuary,2013,325,399,776,1,58,12,379,1560,10,5478,7427,,
MCO,Orlando, FL: Orlando International,01-févr.-13,2,Febuary,2013,508,462,654,3,36,12,129,1663,6,7230,9028,,
MDW,Chicago, IL: Chicago Midway International,01-févr.-13,2,Febuary,2013,228,311,249,4,37,6,186,830,34,5008,6058,,
MIA,Miami, FL: Miami International,01-févr.-13,2,Febuary,2013,312,370,407,0,48,7,72,1134,11,5383,6600,,
MSP,Minneapolis, MN: Minneapolis-St Paul International,01-févr.-13,2,Febuary,2013,428,615,525,2,69,12,221,1638,7,8375,10241,,
ORD,Chicago, IL: Chicago O'Hare International,01-févr.-13,2,Febuary,2013,984,2361,2473,3,120,13,1422,5942,50,14765,22179,,
PDX,Portland, OR: Portland International,01-févr.-13,2,Febuary,2013,163,172,111,3,12,11,22,459,5,3080,3566,,
PHL,Philadelphia, PA: Philadelphia International,01-févr.-13,2,Febuary,2013,288,310,620,2,45,12,116,1264,10,4875,6265,,
PHX,Phoenix, AZ: Phoenix Sky Harbor International,01-févr.-13,2,Febuary,2013,451,468,504,9,36,12,144,1467,8,11805,13424,,
SAN,San Diego, CA: San Diego International,01-févr.-13,2,Febuary,2013,274,274,202,2,25,12,61,776,4,4768,5609,,
SEA,Seattle, WA: Seattle/Tacoma International,01-févr.-13,2,Febuary,2013,296,243,230,7,40,11,39,814,8,5793,6654,,
SFO,San Francisco, CA: San Francisco International,01-févr.-13,2,Febuary,2013,470,643,868,2,57,12,179,2038,12,9797,12026,,
SLC,Salt Lake City, UT: Salt Lake City International,01-févr.-13,2,Febuary,2013,327,421,296,3,37,11,99,1085,38,7040,8262,,
TPA,Tampa, FL: Tampa International,01-févr.-13,2,Febuary,2013,318,311,352,2,26,8,61,1007,9,4088,5165,,
ATL,Atlanta, GA: Hartsfield-Jackson Atlanta International,01-mars-13,3,March,2013,1182,2139,1990,3,165,13,439,5479,91,28673,34682,,
BOS,Boston, MA: Logan International,01-mars-13,3,March,2013,515,756,775,3,43,11,218,2089,12,6876,9195,,
BWI,Baltimore, MD: Baltimore/Washington International Thurgood Marshall,01-mars-13,3,March,2013,356,684,378,3,49,11,164,1468,7,7046,8685,,
CLT,Charlotte, NC: Charlotte Douglas International,01-mars-13,3,March,2013,471,594,630,6,36,11,155,1737,7,10141,12040,,
DCA,Washington, DC: Ronald Reagan Washington National,01-mars-13,3,March,2013,375,390,390,2,32,13,277,1189,2,5079,6547,,
DEN,Denver, CO: Denver International,01-mars-13,3,March,2013,899,1484,1427,10,129,13,510,3948,23,15039,19520,,
DFW,Dallas/Fort Worth, TX: Dallas/Fort Worth International,01-mars-13,3,March,2013,786,1592,1165,4,139,13,230,3684,59,20536,24509,,
DTW,Detroit, MI: Detroit Metro Wayne County,01-mars-13,3,March,2013,432,654,970,3,42,12,221,2105,3,11667,13996,,
EWR,Newark, NJ: Newark Liberty International,01-mars-13,3,March,2013,569,973,1432,2,48,10,389,3028,21,6980,10418,,
FLL,Fort Lauderdale, FL: Fort Lauderdale-Hollywood International,01-mars-13,3,March,2013,473,497,858,8,52,11,39,1891,7,4914,6851,,
IAD,Washington, DC: Washington Dulles International,01-mars-13,3,March,2013,342,518,296,1,20,10,327,1179,5,4720,6231,,
IAH,Houston, TX: George Bush Intercontinental/Houston,01-mars-13,3,March,2013,615,1267,607,4,52,10,166,2544,33,13544,16287,,
JFK,New York, NY: John F. Kennedy International,01-mars-13,3,March,2013,438,633,933,3,34,10,189,2038,17,7453,9697,,
LAS,Las Vegas, NV: McCarran International,01-mars-13,3,March,2013,576,846,401,5,28,12,48,1857,20,9915,11840,,
LAX,Los Angeles, CA: Los Angeles International,01-mars-13,3,March,2013,834,1353,833,8,96,13,205,3124,28,15192,18549,,
LGA,New York, NY: LaGuardia,01-mars-13,3,March,2013,382,524,1040,1,60,12,311,2008,40,6359,8718,,
MCO,Orlando, FL: Orlando International,01-mars-13,3,March,2013,629,728,914,5,63,12,68,2336,43,8573,11020,,
MDW,Chicago, IL: Chicago Midway International,01-mars-13,3,March,2013,336,653,328,5,64,5,184,1388,6,5949,7527,,
MIA,Miami, FL: Miami International,01-mars-13,3,March,2013,343,423,453,1,47,7,47,1265,10,6068,7390,,
MSP,Minneapolis, MN: Minneapolis-St Paul International,01-mars-13,3,March,2013,452,665,876,2,79,12,232,2074,11,10297,12614,,
ORD,Chicago, IL: Chicago O'Hare International,01-mars-13,3,March,2013,1057,2253,1747,8,86,13,843,5149,17,19496,25505,,
PDX,Portland, OR: Portland International,01-mars-13,3,March,2013,216,246,140,4,11,11,15,616,1,3655,4287,,
PHL,Philadelphia, PA: Philadelphia International,01-mars-13,3,March,2013,372,377,763,2,53,12,126,1569,10,5511,7216,,
PHX,Phoenix, AZ: Phoenix Sky Harbor International,01-mars-13,3,March,2013,608,833,524,9,25,12,127,1998,6,13948,16079,,
SAN,San Diego, CA: San Diego International,01-mars-13,3,March,2013,349,460,248,3,37,12,86,1096,46,5268,6496,,
SEA,Seattle, WA: Seattle/Tacoma International,01-mars-13,3,March,2013,385,416,467,2,26,11,40,1300,8,6646,7994,,
SFO,San Francisco, CA: San Francisco International,01-mars-13,3,March,2013,607,936,1353,3,88,12,239,2989,38,10605,13871,,
SLC,Salt Lake City, UT: Salt Lake City International,01-mars-13,3,March,2013,370,527,359,4,33,11,87,1292,7,8706,10092,,
TPA,Tampa, FL: Tampa International,01-mars-13,3,March,2013,375,458,520,4,35,10,39,1391,5,5115,6550,,
ATL,Atlanta, GA: Hartsfield-Jackson Atlanta International,01-avr.-13,4,April,2013,1216,2066,1957,5,142,13,228,5384,20,28022,33654,,
BOS,Boston, MA: Logan International,01-avr.-13,4,April,2013,498,720,554,2,34,11,92,1809,6,7411,9318,,
BWI,Baltimore, MD: Baltimore/Washington International Thurgood Marshall,01-avr.-13,4,April,2013,375,651,387,2,41,11,52,1456,14,7131,8653,,
CLT,Charlotte, NC: Charlotte Douglas International,01-avr.-13,4,April,2013,485,724,783,5,45,12,139,2044,12,9847,12042,,
DCA,Washington, DC: Ronald Reagan Washington National,01-avr.-13,4,April,2013,340,422,517,3,43,13,125,1328,17,4841,6311,,
DEN,Denver, CO: Denver International,01-avr.-13,4,April,2013,829,1591,1732,14,163,13,423,4330,49,13649,18451,,
DFW,Dallas/Fort Worth, TX: Dallas/Fort Worth International,01-avr.-13,4,April,2013,1096,2611,1789,2,153,13,601,5649,48,17718,24016,,
DTW,Detroit, MI: Detroit Metro Wayne County,01-avr.-13,4,April,2013,495,873,717,6,86,12,285,2178,21,11477,13961,,
EWR,Newark, NJ: Newark Liberty International,01-avr.-13,4,April,2013,517,981,1710,4,66,11,287,3280,60,6923,10550,,
FLL,Fort Lauderdale, FL: Fort Lauderdale-Hollywood International,01-avr.-13,4,April,2013,418,477,756,3,30,11,24,1683,27,4414,6148,,
IAD,Washington, DC: Washington Dulles International,01-avr.-13,4,April,2013,276,601,293,2,24,10,97,1193,6,4864,6160,,
IAH,Houston, TX: George Bush Intercontinental/Houston,01-avr.-13,4,April,2013,738,1432,1217,1,78,10,206,3467,22,11474,15169,,
JFK,New York, NY: John F. Kennedy International,01-avr.-13,4,April,2013,454,693,942,3,51,10,200,2142,23,6862,9227,,
LAS,Las Vegas, NV: McCarran International,01-avr.-13,4,April,2013,587,1052,579,11,38,12,50,2263,11,9371,11695,,
LAX,Los Angeles, CA: Los Angeles International,01-avr.-13,4,April,2013,961,1376,1246,8,96,13,246,3685,31,14293,18255,,
LGA,New York, NY: LaGuardia,01-avr.-13,4,April,2013,406,680,1257,2,69,12,245,2417,26,5898,8586,,
MCO,Orlando, FL: Orlando International,01-avr.-13,4,April,2013,580,666,895,3,41,12,42,2185,15,7979,10221,,
MDW,Chicago, IL: Chicago Midway International,01-avr.-13,4,April,2013,337,681,360,5,85,6,54,1468,38,6033,7593,,
MIA,Miami, FL: Miami International,01-avr.-13,4,April,2013,374,581,572,2,39,7,95,1568,35,5175,6873,,
MSP,Minneapolis, MN: Minneapolis-St Paul International,01-avr.-13,4,April,2013,538,730,656,3,92,12,295,2019,22,9811,12147,,
ORD,Chicago, IL: Chicago O'Hare International,01-avr.-13,4,April,2013,1118,2772,3077,3,126,13,1655,7097,85,17209,26046,,
PDX,Portland, OR: Portland International,01-avr.-13,4,April,2013,252,297,218,3,6,11,20,778,1,3314,4113,,
PHL,Philadelphia, PA: Philadelphia International,01-avr.-13,4,April,2013,341,354,617,2,36,12,88,1351,14,5378,6831,,
PHX,Phoenix, AZ: Phoenix Sky Harbor International,01-avr.-13,4,April,2013,571,898,693,10,30,12,117,2202,8,12590,14917,,
SAN,San Diego, CA: San Diego International,01-avr.-13,4,April,2013,407,578,309,4,21,12,61,1317,13,5002,6393,,
SEA,Seattle, WA: Seattle/Tacoma International,01-avr.-13,4,April,2013,422,457,515,5,29,11,42,1427,10,6533,8012,,
SFO,San Francisco, CA: San Francisco International,01-avr.-13,4,April,2013,640,1074,1880,4,79,12,195,3679,18,9823,13715,,
SLC,Salt Lake City, UT: Salt Lake City International,01-avr.-13,4,April,2013,330,495,452,4,20,12,79,1299,6,8041,9425,,
TPA,Tampa, FL: Tampa International,01-avr.-13,4,April,2013,388,433,438,2,24,10,24,1283,3,4721,6031,,
ATL,Atlanta, GA: Hartsfield-Jackson Atlanta International,01-mai-13,5,May,2013,1252,2139,1958,9,123,13,161,5480,18,28753,34412,,
BOS,Boston, MA: Logan International,01-mai-13,5,May,2013,510,582,862,3,52,11,58,2009,9,7504,9580,,
BWI,Baltimore, MD: Baltimore/Washington International Thurgood Marshall,01-mai-13,5,May,2013,441,707,598,2,64,11,34,1811,36,7031,8912,,
CLT,Charlotte, NC: Charlotte Douglas International,01-mai-13,5,May,2013,508,749,696,7,43,11,118,2003,5,10585,12711,,
DCA,Washington, DC: Ronald Reagan Washington National,01-mai-13,5,May,2013,337,398,583,0,47,13,85,1365,18,5013,6481,,
DEN,Denver, CO: Denver International,01-mai-13,5,May,2013,779,1389,1325,8,136,13,123,3636,71,15230,19060,,
DFW,Dallas/Fort Worth, TX: Dallas/Fort Worth International,01-mai-13,5,May,2013,966,2365,1551,4,153,13,587,5038,239,18850,24714,,
DTW,Detroit, MI: Detroit Metro Wayne County,01-mai-13,5,May,2013,553,811,649,3,60,12,159,2076,39,11989,14263,,
EWR,Newark, NJ: Newark Liberty International,01-mai-13,5,May,2013,539,901,1880,3,66,11,274,3386,47,6857,10564,,
FLL,Fort Lauderdale, FL: Fort Lauderdale-Hollywood International,01-mai-13,5,May,2013,315,346,350,3,23,12,23,1038,44,4489,5594,,
IAD,Washington, DC: Washington Dulles International,01-mai-13,5,May,2013,362,586,526,1,56,10,107,1532,14,4829,6482,,
IAH,Houston, TX: George Bush Intercontinental/Houston,01-mai-13,5,May,2013,689,1079,983,7,69,10,178,2825,33,12655,15691,,
JFK,New York, NY: John F. Kennedy International,01-mai-13,5,May,2013,451,559,1560,2,87,10,116,2660,25,6592,9393,,
LAS,Las Vegas, NV: McCarran International,01-mai-13,5,May,2013,533,823,540,1,61,12,49,1956,10,10251,12266,,
LAX,Los Angeles, CA: Los Angeles International,01-mai-13,5,May,2013,870,1386,907,2,94,13,140,3262,22,15630,19054,,
LGA,New York, NY: LaGuardia,01-mai-13,5,May,2013,350,542,1256,2,66,12,220,2216,47,6326,8809,,
MCO,Orlando, FL: Orlando International,01-mai-13,5,May,2013,512,543,455,8,38,13,15,1556,5,8308,9884,,
MDW,Chicago, IL: Chicago Midway International,01-mai-13,5,May,2013,390,705,397,7,67,7,33,1567,61,6188,7849,,
MIA,Miami, FL: Miami International,01-mai-13,5,May,2013,346,475,345,2,38,6,34,1206,61,5581,6882,,
MSP,Minneapolis, MN: Minneapolis-St Paul International,01-mai-13,5,May,2013,489,666,559,3,60,12,104,1776,28,10365,12273,,
ORD,Chicago, IL: Chicago O'Hare International,01-mai-13,5,May,2013,1061,2592,2728,2,170,13,763,6550,92,19618,27023,,
PDX,Portland, OR: Portland International,01-mai-13,5,May,2013,216,260,163,1,8,11,17,649,7,3637,4310,,
PHL,Philadelphia, PA: Philadelphia International,01-mai-13,5,May,2013,349,335,1085,3,62,14,62,1831,11,4958,6862,,
PHX,Phoenix, AZ: Phoenix Sky Harbor International,01-mai-13,5,May,2013,547,829,465,4,41,11,90,1887,7,13183,15167,,
SAN,San Diego, CA: San Diego International,01-mai-13,5,May,2013,334,479,184,2,16,12,46,1016,11,5539,6612,,
SEA,Seattle, WA: Seattle/Tacoma International,01-mai-13,5,May,2013,367,437,286,1,23,11,15,1114,12,7710,8851,,
SFO,San Francisco, CA: San Francisco International,01-mai-13,5,May,2013,571,1037,1611,3,96,12,182,3318,24,10776,14300,,
SLC,Salt Lake City, UT: Salt Lake City International,01-mai-13,5,May,2013,285,408,300,3,23,12,33,1017,3,8325,9378,,
TPA,Tampa, FL: Tampa International,01-mai-13,5,May,2013,339,379,224,1,29,9,18,972,2,4716,5708,,
ATL,Atlanta, GA: Hartsfield-Jackson Atlanta International,01-juin-13,6,June,2013,1870,3774,3410,7,415,13,537,9474,111,24314,34436,,
BOS,Boston, MA: Logan International,01-juin-13,6,June,2013,676,1062,911,2,97,11,118,2748,17,6867,9750,,
BWI,Baltimore, MD: Baltimore/Washington International Thurgood Marshall,01-juin-13,6,June,2013,516,1060,746,7,156,12,108,2486,31,6268,8893,,
CLT,Charlotte, NC: Charlotte Douglas International,01-juin-13,6,June,2013,709,1070,1156,9,165,11,224,3108,53,9101,12486,,
DCA,Washington, DC: Ronald Reagan Washington National,01-juin-13,6,June,2013,367,521,744,1,71,13,179,1706,28,4234,6147,,
DEN,Denver, CO: Denver International,01-juin-13,6,June,2013,1136,2082,1291,11,129,13,178,4650,94,14614,19536,,
DFW,Dallas/Fort Worth, TX: Dallas/Fort Worth International,01-juin-13,6,June,2013,1203,3357,1385,7,333,13,428,6286,91,17356,24161,,
DTW,Detroit, MI: Detroit Metro Wayne County,01-juin-13,6,June,2013,740,1411,842,3,144,12,312,3141,71,11154,14678,,
EWR,Newark, NJ: Newark Liberty International,01-juin-13,6,June,2013,584,1107,1619,3,104,12,411,3416,103,6229,10159,,
FLL,Fort Lauderdale, FL: Fort Lauderdale-Hollywood International,01-juin-13,6,June,2013,472,554,515,1,45,11,32,1589,51,3634,5306,,
IAD,Washington, DC: Washington Dulles International,01-juin-13,6,June,2013,416,794,554,1,70,10,185,1835,22,4485,6527,,
IAH,Houston, TX: George Bush Intercontinental/Houston,01-juin-13,6,June,2013,856,1754,866,1,143,10,250,3621,69,11786,15726,,
JFK,New York, NY: John F. Kennedy International,01-juin-13,6,June,2013,515,849,1468,3,82,10,267,2918,42,6235,9462,,
LAS,Las Vegas, NV: McCarran International,01-juin-13,6,June,2013,703,1227,492,12,66,12,79,2500,7,9311,11897,,
LAX,Los Angeles, CA: Los Angeles International,01-juin-13,6,June,2013,1298,2030,1398,6,153,13,221,4884,25,14657,19787,,
LGA,New York, NY: LaGuardia,01-juin-13,6,June,2013,459,711,1555,2,121,12,407,2850,102,5236,8595,,
MCO,Orlando, FL: Orlando International,01-juin-13,6,June,2013,836,980,813,5,81,12,46,2716,17,7064,9843,,
MDW,Chicago, IL: Chicago Midway International,01-juin-13,6,June,2013,481,943,674,9,117,7,64,2224,104,5699,8091,,
MIA,Miami, FL: Miami International,01-juin-13,6,June,2013,382,633,473,1,79,7,60,1569,25,5092,6746,,
MSP,Minneapolis, MN: Minneapolis-St Paul International,01-juin-13,6,June,2013,688,1064,707,6,95,12,130,2561,18,10349,13058,,
ORD,Chicago, IL: Chicago O'Hare International,01-juin-13,6,June,2013,1449,3969,2959,5,205,13,1123,8585,147,17419,27274,,
PDX,Portland, OR: Portland International,01-juin-13,6,June,2013,329,467,189,1,19,11,21,1007,15,3665,4708,,
PHL,Philadelphia, PA: Philadelphia International,01-juin-13,6,June,2013,496,522,1120,3,120,13,135,2259,39,4484,6917,,
PHX,Phoenix, AZ: Phoenix Sky Harbor International,01-juin-13,6,June,2013,830,1251,604,15,74,12,208,2770,23,12241,15242,,
SAN,San Diego, CA: San Diego International,01-juin-13,6,June,2013,509,746,385,1,51,12,78,1693,24,4968,6763,,
SEA,Seattle, WA: Seattle/Tacoma International,01-juin-13,6,June,2013,610,649,467,4,50,11,44,1781,9,7978,9812,,
SFO,San Francisco, CA: San Francisco International,01-juin-13,6,June,2013,845,1367,2587,2,138,12,503,4940,42,9283,14768,,
SLC,Salt Lake City, UT: Salt Lake City International,01-juin-13,6,June,2013,466,617,258,4,50,12,75,1393,9,8517,9994,,
TPA,Tampa, FL: Tampa International,01-juin-13,6,June,2013,475,573,394,1,50,10,34,1496,21,3996,5547,,
ATL,Atlanta, GA: Hartsfield-Jackson Atlanta International,01-juil.-13,7,July,2013,2089,3843,4467,6,423,13,515,10827,225,23974,35541,,
BOS,Boston, MA: Logan International,01-juil.-13,7,July,2013,725,1224,996,5,94,12,150,3045,20,7076,10291,,
BWI,Baltimore, MD: Baltimore/Washington International Thurgood Marshall,01-juil.-13,7,July,2013,535,952,758,5,116,11,81,2366,16,6671,9134,,
CLT,Charlotte, NC: Charlotte Douglas International,01-juil.-13,7,July,2013,818,1093,1535,8,96,11,239,3549,22,9560,13370,,
DCA,Washington, DC: Ronald Reagan Washington National,01-juil.-13,7,July,2013,453,578,660,3,58,13,160,1750,9,4358,6277,,
DEN,Denver, CO: Denver International,01-juil.-13,7,July,2013,1141,1969,1585,11,125,13,188,4832,98,15136,20254,,
DFW,Dallas/Fort Worth, TX: Dallas/Fort Worth International,01-juil.-13,7,July,2013,1206,3053,1468,7,201,13,492,5935,160,18430,25017,,
DTW,Detroit, MI: Detroit Metro Wayne County,01-juil.-13,7,July,2013,781,1370,1030,3,139,12,416,3320,62,11447,15245,,
EWR,Newark, NJ: Newark Liberty International,01-juil.-13,7,July,2013,598,1056,1783,2,69,11,323,3508,58,6553,10442,,
FLL,Fort Lauderdale, FL: Fort Lauderdale-Hollywood International,01-juil.-13,7,July,2013,497,630,475,5,41,11,45,1647,37,3752,5481,,
IAD,Washington, DC: Washington Dulles International,01-juil.-13,7,July,2013,412,801,569,2,48,10,160,1834,27,4538,6559,,
IAH,Houston, TX: George Bush Intercontinental/Houston,01-juil.-13,7,July,2013,781,1401,839,3,94,11,164,3116,52,12427,15759,,
JFK,New York, NY: John F. Kennedy International,01-juil.-13,7,July,2013,604,1056,1703,6,89,10,236,3458,18,6311,10023,,
LAS,Las Vegas, NV: McCarran International,01-juil.-13,7,July,2013,696,1141,481,7,77,12,105,2400,24,9580,12109,,
LAX,Los Angeles, CA: Los Angeles International,01-juil.-13,7,July,2013,1269,2000,1259,5,127,13,347,4663,21,15762,20793,,
LGA,New York, NY: LaGuardia,01-juil.-13,7,July,2013,466,737,1530,0,98,12,480,2833,116,5500,8929,,
MCO,Orlando, FL: Orlando International,01-juil.-13,7,July,2013,794,1008,791,3,66,12,72,2663,30,7438,10203,,
